user_id,email,first_name,last_name,department,role,phone,is_active,created_at,last_login,login_count,position,employee_id,salary_range,location
31,user31@icloud.com,Susana,Valdez,Desarrollo Académico,solicitante,+52 963 841 3477,True,2025-05-14 01:19:52,,0,Director de políticas y planificación,EMP00000031,,
32,user32@gmail.com,Zeferino,Villaseñor,Jurídico,solicitante,+52 585 546 6923,True,2025-07-08 01:55:50,,0,Ecónomo y mayordomos domésticos,EMP00000032,,
33,user33@yahoo.com,Eloy,Rivas,Planeación,solicitante,+52 498 900 7945,True,2025-01-13 18:44:21,,0,Mensajero,EMP00000033,,
34,user34@outlook.com,Helena,Cortez,Almacén,solicitante,+52 308 939 4666,True,2024-12-14 20:16:09,,0,Paisajista,EMP00000034,,
35,user35@hotmail.com,César,Zamudio,Mantenimiento,solicitante,+52 647 534 1983,True,2025-05-25 00:18:09,,0,Director de servicios de bienestar social,EMP00000035,,
36,user36@live.com,Martín,Ulibarri,Desarrollo Académico,solicitante,+52 578 729 7359,True,2025-05-31 21:37:09,,0,Encuadernador,EMP00000036,,
37,user37@hotmail.com,Juana,Razo,Desarrollo Académico,solicitante,+52 588 728 6537,True,2025-05-05 21:15:18,,0,Cuidador de niños,EMP00000037,,
38,user38@gmail.com,Isabela,Cardenas,Mantenimiento,solicitante,+52 549 802 7745,True,2025-07-05 04:16:03,,0,Especialista en tratamientos de belleza,EMP00000038,,
39,user39@yahoo.com,Wilfrido,Salcido,Rectoría,solicitante,+52 398 835 3837,True,2025-02-18 08:59:22,,0,Revocador,EMP00000039,,
40,user40@outlook.com,Pablo,Cepeda,Desarrollo Académico,solicitante,+52 640 373 3573,True,2024-10-15 13:19:54,,0,Técnico en operaciones de tecnología de la información y las comunicaciones,EMP00000040,,
41,user41@hotmail.com,Pedro,León,Calidad,solicitante,+52 903 710 8006,True,2025-01-27 16:09:25,,0,Profesor de enseñanza secundaria,EMP00000041,,
42,user42@live.com,Esperanza,Cervántez,Finanzas,solicitante,+52 923 190 9081,True,2025-02-22 01:39:17,,0,Patronista y cortador de tela,EMP00000042,,
43,user43@hotmail.com,Concepción,Rodríquez,Jurídico,solicitante,+52 750 590 6491,True,2025-05-14 06:03:25,,0,"Operario de la conservación de frutas, legumbres y verduras",EMP00000043,,
44,user44@outlook.com,Reina,Mascareñas,Recursos Humanos,solicitante,+52 803 604 2432,True,2025-03-02 03:00:29,,0,Oficial de las fuerzas armadas,EMP00000044,,
45,user45@icloud.com,Sessa,Correa,Sistemas y TI,solicitante,+52 372 749 4538,True,2025-05-10 06:40:01,,0,Mensajero,EMP00000045,,
46,user46@outlook.com,Susana,Villalpando,Almacén,solicitante,+52 112 479 9570,True,2025-03-29 00:13:50,,0,Profesor de música,EMP00000046,,
47,user47@icloud.com,Zeferino,Colunga,Seguridad,solicitante,+52 286 896 7901,True,2024-12-24 13:28:16,,0,Peluqueros,EMP00000047,,
48,user48@yahoo.com,Gabriel,Jaramillo,Finanzas,solicitante,+52 552 303 9643,True,2025-08-07 22:36:40,,0,Recepcionista,EMP00000048,,
49,user49@icloud.com,Cristobal,Godoy,Sistemas y TI,solicitante,+52 110 551 2052,True,2025-06-09 13:23:56,,0,Paisajista,EMP00000049,,
50,user50@yahoo.com,Cristian,Peralta,Recursos Humanos,solicitante,+52 509 379 8088,True,2025-07-25 22:21:18,,0,Profesor de música,EMP00000050,,
51,user51@yahoo.com,Paulina,Manzanares,Investigación,solicitante,+52 983 600 4560,True,2024-11-02 17:04:40,,0,Regulador y operador de máquinas y herramientas,EMP00000051,,
52,user52@gmail.com,Pablo,Padrón,Calidad,solicitante,+52 120 419 3511,True,2025-05-12 13:16:21,,0,Cristalero,EMP00000052,,
53,user53@outlook.com,Leonor,Carbajal,Mantenimiento,solicitante,+52 611 573 8045,True,2025-09-18 11:46:32,,0,Agricultor,EMP00000053,,
54,user54@icloud.com,Amanda,Hernández,Calidad,solicitante,+52 696 702 2180,True,2025-08-08 10:12:33,,0,Profesional de nivel medio de medicina alternativa,EMP00000054,,
55,user55@gmail.com,Héctor,Palomino,Mantenimiento,solicitante,+52 881 829 5747,True,2025-07-30 16:40:28,,0,Inspector de fronteras,EMP00000055,,
56,user56@utvt.edu.mx,Rufino,Loya,Investigación,solicitante,+52 849 273 9920,True,2025-08-24 11:00:05,,0,Trabajador social de nivel medio,EMP00000056,,
57,user57@yahoo.com,Isabel,Gamez,Jurídico,solicitante,+52 668 829 8362,True,2024-10-27 01:35:49,,0,Trabajador social de nivel medio,EMP00000057,,
58,user58@outlook.com,Jaqueline,Mota,Almacén,solicitante,+52 593 755 3511,True,2024-12-06 08:35:35,,0,Grabador de datos,EMP00000058,,
59,user59@icloud.com,Abel,Rojo,Vinculación,solicitante,+52 686 368 2781,True,2024-12-03 18:52:30,,0,Supervisor de tiendas y almacenes,EMP00000059,,
60,user60@gmail.com,Julio César,Menchaca,Vinculación,solicitante,+52 245 210 4867,True,2025-06-28 19:32:22,,0,Profesional religioso,EMP00000060,,
61,user61@live.com,Débora,Espinal,Almacén,solicitante,+52 364 244 4346,True,2025-02-15 18:15:14,,0,Operario del tratamiento de la madera,EMP00000061,,
62,user62@gmail.com,Dolores,Marroquín,Almacén,solicitante,+52 369 713 9393,True,2024-11-13 20:38:22,,0,Cobrador,EMP00000062,,
63,user63@gmail.com,Rocío,Curiel,Biblioteca,solicitante,+52 219 240 5501,True,2024-10-19 19:15:05,,0,Agricultor,EMP00000063,,
64,user64@gmail.com,Aurora,Alejandro,Compras,solicitante,+52 917 169 7169,True,2024-12-20 19:55:58,,0,Mandader,EMP00000064,,
65,user65@yahoo.com,Lourdes,Soliz,Dirección Académica,solicitante,+52 756 486 4001,True,2025-09-30 12:16:23,,0,Peón de la construcción de edificios,EMP00000065,,
66,user66@hotmail.com,Cecilia,Esparza,Dirección Académica,solicitante,+52 977 493 3485,True,2025-07-03 04:31:17,,0,Soplador de vidrio,EMP00000066,,
67,user67@icloud.com,Modesto,de Jesús,Dirección Académica,solicitante,+52 973 383 3494,True,2025-08-17 17:28:27,,0,Focumentalista,EMP00000067,,
68,user68@gmail.com,Amador,Montaño,Transporte,solicitante,+52 237 801 5174,True,2025-05-15 03:29:11,,0,Asesor de inversiones,EMP00000068,,
69,user69@gmail.com,Lucía,Ramos,Biblioteca,solicitante,+52 840 819 4189,True,2024-11-18 01:33:53,,0,Técnico en ingeniería de minas y metalurgia,EMP00000069,,
70,user70@utvt.edu.mx,Úrsula,Rosales,Seguridad,solicitante,+52 683 141 5057,True,2025-07-04 19:30:14,,0,Labrante,EMP00000070,,
71,user71@yahoo.com,Amalia,Urías,Rectoría,solicitante,+52 360 373 2526,True,2024-10-22 19:13:59,,0,Árbitro deportivo,EMP00000071,,
72,user72@hotmail.com,Enrique,Razo,Calidad,solicitante,+52 235 440 8245,True,2025-06-11 07:43:48,,0,Administrador de sistemas,EMP00000072,,
73,user73@icloud.com,Aurora,Aguilar,Desarrollo Académico,solicitante,+52 175 502 7293,True,2025-03-11 01:37:39,,0,Educador para necesidades especiales,EMP00000073,,
74,user74@yahoo.com,Camila,Batista,Desarrollo Académico,solicitante,+52 416 913 9972,True,2025-01-17 14:20:51,,0,Fisioterapeuta,EMP00000074,,
75,user75@hotmail.com,Abraham,Prieto,Servicios Escolares,solicitante,+52 398 732 4942,True,2025-06-30 04:59:12,,0,Cajero,EMP00000075,,
76,user76@yahoo.com,Marisol,Chávez,Seguridad,solicitante,+52 781 624 6681,True,2024-12-29 10:28:59,,0,Controlador de instalaciones de procesamiento de productos químicos,EMP00000076,,
77,user77@outlook.com,César,Vigil,Finanzas,solicitante,+52 630 576 4882,True,2025-04-25 20:27:20,,0,Agente inmobiliario,EMP00000077,,
78,user78@icloud.com,Violeta,Cadena,Jurídico,solicitante,+52 384 879 6160,True,2025-08-29 23:54:23,,0,Astrónomos,EMP00000078,,
79,user79@yahoo.com,María Elena,Saldaña,Vinculación,solicitante,+52 107 182 8174,True,2025-07-02 00:19:09,,0,Botánico,EMP00000079,,
80,user80@icloud.com,Hilda,Santana,Compras,solicitante,+52 323 280 6034,True,2025-04-24 04:11:18,,0,Ingeniero civil,EMP00000080,,
81,user81@live.com,Sofía,de la Garza,Planeación,solicitante,+52 641 779 8436,True,2025-01-06 19:58:28,,0,Trabajador agrícola de subsistencia,EMP00000081,,
82,user82@gmail.com,Leonardo,Sierra,Compras,solicitante,+52 979 465 9697,True,2024-12-18 12:04:03,,0,Empleado de archivos,EMP00000082,,
83,user83@live.com,Víctor,Gracia,Jurídico,solicitante,+52 115 404 1639,True,2025-08-10 15:39:23,,0,Personal de limpieza,EMP00000083,,
84,user84@gmail.com,Julio,Arreola,Jurídico,solicitante,+52 731 427 9147,True,2024-11-30 13:33:40,,0,Profesional de enfermería,EMP00000084,,
85,user85@hotmail.com,Abel,Aguilera,Biblioteca,solicitante,+52 835 410 5802,True,2025-09-27 06:33:13,,0,Limpiador y asistente doméstico,EMP00000085,,
86,user86@utvt.edu.mx,Aurora,Adame,Vinculación,solicitante,+52 433 739 6671,True,2025-01-10 09:45:11,,0,Administrador de bases de datos,EMP00000086,,
87,user87@hotmail.com,Manuel,Gálvez,Planeación,solicitante,+52 352 277 6532,True,2025-03-20 19:33:13,,0,Empleado de archivos,EMP00000087,,
88,user88@outlook.com,Fidel,Tirado,Sistemas y TI,solicitante,+52 990 895 1980,True,2025-02-06 22:35:34,,0,Cristalero,EMP00000088,,
89,user89@utvt.edu.mx,Rodrigo,Rincón,Dirección Administrativa,solicitante,+52 713 532 8673,True,2025-01-16 08:18:10,,0,Inspector de fronteras,EMP00000089,,
90,user90@icloud.com,Marco Antonio,Valladares,Mantenimiento,solicitante,+52 898 196 5596,True,2025-07-20 06:07:51,,0,Técnico en redes y sistemas de computadores,EMP00000090,,
91,user91@gmail.com,Nayeli,Granado,Recursos Humanos,solicitante,+52 932 543 8901,True,2025-09-15 03:52:08,,0,Profesor de enseñanza secundaria,EMP00000091,,
92,user92@hotmail.com,Wendolin,Barraza,Investigación,solicitante,+52 498 859 7238,True,2025-02-09 03:22:25,,0,Mecánico y reparador de motores de avión,EMP00000092,,
93,user93@gmail.com,Porfirio,Ruelas,Rectoría,solicitante,+52 635 979 3425,True,2025-08-30 05:33:44,,0,Instalador y reparador de líneas eléctricas,EMP00000093,,
94,user94@utvt.edu.mx,Raquel,Robles,Calidad,solicitante,+52 323 430 5080,True,2024-10-09 16:59:12,,0,Técnico en operaciones de tecnología de la información y las comunicaciones,EMP00000094,,
95,user95@outlook.com,Eduardo,Tafoya,Jurídico,solicitante,+52 751 987 9864,True,2025-07-01 21:54:17,,0,Afinador de instrumentos musicales,EMP00000095,,
96,user96@icloud.com,Andrea,Rascón,Desarrollo Académico,solicitante,+52 509 844 1875,True,2025-09-28 04:14:16,,0,Chapista,EMP00000096,,
97,user97@gmail.com,Mitzy,Lucero,Jurídico,solicitante,+52 536 391 5908,True,2025-02-18 04:14:29,,0,Físico,EMP00000097,,
98,user98@yahoo.com,Jacobo,Gastélum,Calidad,solicitante,+52 600 200 1778,True,2025-02-06 10:41:33,,0,Vendedor por teléfono,EMP00000098,,
99,user99@utvt.edu.mx,Horacio,Valadez,Dirección Administrativa,solicitante,+52 271 153 7769,True,2025-03-14 19:00:28,,0,"Modelo de moda, arte y publicidad",EMP00000099,,
100,user100@yahoo.com,Violeta,Benavides,Desarrollo Académico,solicitante,+52 731 755 1705,True,2024-11-04 18:51:09,,0,Catador de bebidas,EMP00000100,,
101,user101@icloud.com,María del Carmen,Moreno,Rectoría,solicitante,+52 534 820 6006,True,2025-02-26 12:32:28,,0,Guardián de prisión,EMP00000101,,
102,user102@yahoo.com,Rosario,Tafoya,Sistemas y TI,solicitante,+52 480 761 6843,True,2025-04-18 18:44:29,,0,Pescador de agua dulce y en aguas costeras,EMP00000102,,
103,user103@yahoo.com,Frida,Muñiz,Planeación,solicitante,+52 312 787 5581,True,2024-11-24 16:27:32,,0,Conductor de tranvía,EMP00000103,,
104,user104@outlook.com,Isabela,Balderas,Dirección Administrativa,solicitante,+52 869 282 4139,True,2025-09-19 12:00:52,,0,Productor y trabajador calificado de explotaciones agropecuarias mixtas,EMP00000104,,
105,user105@hotmail.com,Roberto,Girón,Calidad,solicitante,+52 379 394 9816,True,2025-02-06 01:11:31,,0,Peletero,EMP00000105,,
106,user106@icloud.com,Sofía,de la Torre,Sistemas y TI,solicitante,+52 898 798 1565,True,2025-05-18 03:09:01,,0,Empleado de biblioteca,EMP00000106,,
107,user107@gmail.com,Juan Carlos,Castañeda,Dirección Administrativa,solicitante,+52 584 650 1946,True,2025-04-18 20:40:55,,0,Pintor y empapelador,EMP00000107,,
108,user108@outlook.com,Mariano,Villalpando,Biblioteca,solicitante,+52 946 320 1450,True,2024-10-18 03:14:12,,0,Afinador de instrumentos musicales,EMP00000108,,
109,user109@utvt.edu.mx,Hermelinda,Zelaya,Compras,solicitante,+52 698 553 5505,True,2025-05-20 13:10:25,,0,Comerciante de tiendas,EMP00000109,,
110,user110@outlook.com,Alvaro,Lemus,Dirección Administrativa,solicitante,+52 243 522 9428,True,2025-05-17 14:55:29,,0,Operador de máquinas de coser,EMP00000110,,
111,user111@icloud.com,María Luisa,Solano,Finanzas,solicitante,+52 100 104 8594,True,2025-04-03 23:11:53,,0,Dentista,EMP00000111,,
112,user112@utvt.edu.mx,Dolores,Vanegas,Comunicación,solicitante,+52 505 995 2639,True,2025-07-28 01:13:54,,0,Profesional de la protección medioambiental,EMP00000112,,
113,user113@live.com,Hilda,Jurado,Recursos Humanos,solicitante,+52 967 420 2066,True,2024-11-09 19:39:35,,0,Traductor e intérprete,EMP00000113,,
114,user114@hotmail.com,Iván,Barragán,Sistemas y TI,solicitante,+52 107 395 8108,True,2025-02-07 02:35:53,,0,Cuidador de niños,EMP00000114,,
115,user115@icloud.com,Eric,Sotelo,Dirección Académica,solicitante,+52 288 943 4454,True,2025-09-09 06:34:23,,0,Inspector de fronteras,EMP00000115,,
116,user116@yahoo.com,Patricia,Villaseñor,Biblioteca,solicitante,+52 393 858 5424,True,2024-10-10 21:43:32,,0,"Gerente de sucursales de bancos, de servicios financieros y de seguros",EMP00000116,,
117,user117@outlook.com,Aurora,Lugo,Rectoría,solicitante,+52 453 112 1924,True,2025-08-10 04:57:05,,0,Agente de empleo,EMP00000117,,
118,user118@yahoo.com,Lucía,Hernández,Investigación,solicitante,+52 371 586 6162,True,2025-05-19 22:46:20,,0,Abogado,EMP00000118,,
119,user119@outlook.com,Rubén,Alarcón,Jurídico,solicitante,+52 532 836 6798,True,2025-02-13 14:30:02,,0,Conductor de autobús,EMP00000119,,
120,user120@utvt.edu.mx,Inés,Garica,Comunicación,solicitante,+52 258 276 3647,True,2024-10-16 09:22:53,,0,Profesional de ventas de tecnología de la información y las comunicaciones,EMP00000120,,
121,user121@outlook.com,Jesús,Marrero,Comunicación,solicitante,+52 183 226 9365,True,2025-05-22 22:30:11,,0,Reparador de bicicletas,EMP00000121,,
122,user122@utvt.edu.mx,Alma,Carmona,Desarrollo Académico,solicitante,+52 650 321 5406,True,2025-08-15 09:05:50,,0,Mampostero,EMP00000122,,
123,user123@icloud.com,Octavio,Olvera,Dirección Académica,solicitante,+52 125 918 1987,True,2025-04-22 07:05:24,,0,Mecánico y reparador de instrumentos de precisión,EMP00000123,,
124,user124@live.com,Dolores,Ocasio,Calidad,solicitante,+52 362 490 3403,True,2025-08-13 23:33:20,,0,Profesional de la salud y la higiene laboral y ambiental,EMP00000124,,
125,user125@utvt.edu.mx,Yolanda,Quiñones,Dirección Académica,solicitante,+52 574 429 5870,True,2024-11-23 13:50:20,,0,Director de producción de piscicultura y pesca,EMP00000125,,
126,user126@outlook.com,Horacio,Tamayo,Rectoría,solicitante,+52 546 620 4085,True,2025-04-12 21:19:40,,0,Peluqueros,EMP00000126,,
127,user127@live.com,Pascual,Monroy,Comunicación,solicitante,+52 845 117 4445,True,2025-08-07 02:37:38,,0,Supervisor de secretaría,EMP00000127,,
128,user128@icloud.com,Francisco Javier,Longoria,Servicios Escolares,solicitante,+52 941 281 2801,True,2025-04-24 08:04:10,,0,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,EMP00000128,,
129,user129@gmail.com,Luisa,Navarrete,Desarrollo Académico,solicitante,+52 826 920 9662,True,2025-07-04 23:11:38,,0,Operador de máquinas para fabricar productos fotográficos,EMP00000129,,
130,user130@yahoo.com,Flavio,Guevara,Investigación,solicitante,+52 944 153 6598,True,2025-02-27 02:23:36,,0,"Gerente de sucursales de bancos, de servicios financieros y de seguros",EMP00000130,,
131,user131@yahoo.com,Inés,Huerta,Sistemas y TI,solicitante,+52 975 205 2249,True,2025-06-28 07:29:07,,0,Expendedor de gasolineras,EMP00000131,,
132,user132@outlook.com,Uriel,Prieto,Desarrollo Académico,solicitante,+52 871 946 8560,True,2024-11-08 17:00:06,,0,Botánico,EMP00000132,,
133,user133@utvt.edu.mx,Jerónimo,Altamirano,Mantenimiento,solicitante,+52 605 426 9909,True,2025-08-14 14:11:10,,0,Programador de aplicaciones,EMP00000133,,
134,user134@utvt.edu.mx,Vanesa,Flórez,Recursos Humanos,solicitante,+52 959 853 7405,True,2025-07-23 23:23:10,,0,Trabajador agropecuario de subsistencia,EMP00000134,,
135,user135@yahoo.com,Natividad,Almaraz,Transporte,solicitante,+52 415 441 9649,True,2024-10-19 10:53:22,,0,Agente de empleo,EMP00000135,,
136,user136@live.com,Alta  Gracia,Ponce,Dirección Académica,solicitante,+52 277 910 1444,True,2024-10-04 03:38:10,,0,Profesional de relaciones públicas,EMP00000136,,
137,user137@hotmail.com,Daniel,Franco,Vinculación,solicitante,+52 442 577 3548,True,2025-07-10 22:39:54,,0,Camarero de mesa,EMP00000137,,
138,user138@yahoo.com,Israel,Castro,Dirección Académica,solicitante,+52 355 994 2227,True,2025-04-03 19:57:59,,0,Prestamista,EMP00000138,,
139,user139@outlook.com,Guillermina,Hurtado,Dirección Académica,solicitante,+52 105 702 3897,True,2025-07-10 03:54:03,,0,Guardagujas,EMP00000139,,
140,user140@live.com,Alejandro,Nieves,Desarrollo Académico,solicitante,+52 504 317 3101,True,2025-03-17 20:00:45,,0,Artista plástico,EMP00000140,,
141,user141@icloud.com,Elisa,Pineda,Rectoría,solicitante,+52 380 233 9223,True,2024-10-13 20:06:21,,0,Director de producción agropecuaria y silvicultura,EMP00000141,,
142,user142@yahoo.com,Ramiro,Arenas,Seguridad,solicitante,+52 688 184 1572,True,2025-09-08 21:58:22,,0,Operador de máquinas para la fabricación de calzado,EMP00000142,,
143,user143@yahoo.com,Yeni,Alonso,Planeación,solicitante,+52 630 780 3281,True,2025-02-12 13:33:47,,0,Profesional de nivel medio de medicina alternativa,EMP00000143,,
144,user144@yahoo.com,Emiliano,Chacón,Planeación,solicitante,+52 359 543 1081,True,2025-07-23 13:09:39,,0,Fisioterapeuta,EMP00000144,,
145,user145@live.com,Zacarías,Fonseca,Investigación,solicitante,+52 766 170 9225,True,2025-07-27 07:40:11,,0,Operador de máquinas para fabricar productos de papel,EMP00000145,,
146,user146@gmail.com,Ignacio,Leal,Mantenimiento,solicitante,+52 169 844 9025,True,2025-08-02 09:13:59,,0,Director de servicios de tecnología de la información y las comunicaciones,EMP00000146,,
147,user147@yahoo.com,Roberto,Mendoza,Dirección Administrativa,solicitante,+52 951 511 5985,True,2025-03-02 09:57:18,,0,Empleado de ventanillas de informaciones,EMP00000147,,
148,user148@gmail.com,Soledad,Escalante,Comunicación,solicitante,+52 322 992 7654,True,2025-06-12 23:28:33,,0,Peluqueros,EMP00000148,,
149,user149@yahoo.com,Leonardo,Serrato,Servicios Escolares,solicitante,+52 257 939 7319,True,2025-01-11 19:11:11,,0,Productor y trabajador calificado de explotaciones agropecuarias mixtas,EMP00000149,,
150,user150@gmail.com,Claudio,Cantú,Seguridad,solicitante,+52 896 525 2639,True,2025-07-25 19:47:52,,0,"Operario de la conservación de frutas, legumbres y verduras",EMP00000150,,
151,user151@yahoo.com,Dolores,Mora,Desarrollo Académico,solicitante,+52 550 583 9033,True,2025-08-28 20:24:08,,0,Barnizador,EMP00000151,,
152,user152@gmail.com,Adalberto,Zarate,Almacén,solicitante,+52 541 276 1153,True,2025-05-01 21:54:18,,0,Director de recursos humanos,EMP00000152,,
153,user153@live.com,Leonor,Venegas,Calidad,solicitante,+52 704 473 3027,True,2024-11-22 07:16:23,,0,Guía de turismo,EMP00000153,,
154,user154@utvt.edu.mx,Norma,Preciado,Dirección Académica,solicitante,+52 922 333 2355,True,2025-08-29 13:42:31,,0,Operador de instalaciones de refinación de petróleo y gas natural,EMP00000154,,
155,user155@gmail.com,David,Santiago,Calidad,solicitante,+52 200 737 8783,True,2024-12-14 02:42:59,,0,Operador de máquinas para la fabricación de calzado,EMP00000155,,
156,user156@hotmail.com,José María,Farías,Vinculación,solicitante,+52 209 827 1192,True,2024-11-19 04:56:11,,0,Encuadernador,EMP00000156,,
157,user157@outlook.com,Antonio,Salcedo,Recursos Humanos,solicitante,+52 367 386 4651,True,2025-05-22 18:47:25,,0,Maleter,EMP00000157,,
158,user158@gmail.com,Alvaro,Colón,Vinculación,solicitante,+52 586 152 1885,True,2024-12-06 11:20:49,,0,Deshollinador,EMP00000158,,
159,user159@hotmail.com,Dulce,Carrasco,Investigación,solicitante,+52 171 338 1089,True,2025-01-17 03:28:44,,0,Operador de máquinas de procesamiento de texto y mecanógrafos,EMP00000159,,
160,user160@live.com,Ramiro,Acevedo,Rectoría,solicitante,+52 977 326 4025,True,2024-11-09 00:07:01,,0,Carnicero,EMP00000160,,
161,user161@yahoo.com,Adriana,Trejo,Calidad,solicitante,+52 325 233 6460,True,2024-11-16 03:39:46,,0,Repartidor,EMP00000161,,
162,user162@gmail.com,Carmen,Maestas,Rectoría,solicitante,+52 105 398 5820,True,2025-04-29 15:28:09,,0,"Redactor de carteles, pintor decorativos y grabador",EMP00000162,,
163,user163@utvt.edu.mx,María Cristina,de la Garza,Dirección Administrativa,solicitante,+52 820 967 5438,True,2025-06-09 19:16:38,,0,Operador de instalaciones de producción de energía,EMP00000163,,
164,user164@live.com,Silvano,Olivárez,Biblioteca,solicitante,+52 621 699 6952,True,2025-05-11 02:44:09,,0,Profesional religioso,EMP00000164,,
165,user165@outlook.com,Isaac,Parra,Investigación,solicitante,+52 557 402 2014,True,2025-09-19 13:42:44,,0,Gorjadore,EMP00000165,,
166,user166@outlook.com,Eva,Pineda,Investigación,solicitante,+52 916 375 3179,True,2025-09-29 18:47:46,,0,Agente de administración tributaria,EMP00000166,,
167,user167@outlook.com,Hermelinda,Matos,Recursos Humanos,solicitante,+52 803 943 2048,True,2025-02-09 10:40:00,,0,Juez,EMP00000167,,
